,name,geo_type,name_cbsa,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
149,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,"Harrisburg-Carlisle, PA Metro Area",550112,581943,32486,66851,54393,12458,15660,4669,20329,0.008487362573439591,0.028466930370542726
150,"Harrisonburg, VA",Metropolitan Statistical Area,"Harrisonburg, VA Metro Area",125412,135550,10324,14802,10323,4479,5105,764,5869,0.0060919210282907536,0.04070583357254489
151,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,"Hartford-East Hartford-Middletown, CT Metro Area",1214080,1201483,-10951,121906,108941,12965,49914,-74021,-24107,-0.06096879942013706,0.04111261201897733
152,"Hattiesburg, MS",Metropolitan Statistical Area,"Hattiesburg, MS Metro Area",162866,169554,7138,22971,16108,6863,1595,-1391,204,-0.00854076357250746,0.0097933270295826
153,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"Hickory-Lenoir-Morganton, NC Metro Area",365582,370266,4459,38594,41234,-2640,3090,4260,7350,0.011652652482890295,0.008452276096744371
154,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,"Hilton Head Island-Bluffton, SC Metro Area",187792,227244,40234,24064,18166,5898,4746,29283,34029,0.1559331600920167,0.025272642072079743
155,"Hinesville, GA",Metropolitan Statistical Area,"Hinesville, GA Metro Area",77347,83175,5246,17285,4554,12731,2925,-10896,-7971,-0.14087165630211904,0.037816592757314436
156,"Homosassa Springs, FL",Metropolitan Statistical Area,"Homosassa Springs, FL Metro Area",141177,153010,11781,10688,25947,-15259,608,26447,27055,0.18733221417086351,0.004306650516727229
157,"Hot Springs, AR",Metropolitan Statistical Area,"Hot Springs, AR Metro Area",96080,99789,3786,11205,14174,-2969,176,6616,6792,0.06885928393005829,0.0018318068276436306
158,"Houma-Thibodaux, LA",Metropolitan Statistical Area,"Houma-Thibodaux, LA Metro Area",208245,207455,-725,28924,19918,9006,1782,-11450,-9668,-0.05498331292468006,0.008557228264784271
159,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"Houston-The Woodlands-Sugar Land, TX Metro Area",5947185,7154478,1233993,984458,397497,586961,357316,286697,644013,0.04820717700895465,0.060081534372984864
160,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"Huntington-Ashland, WV-KY-OH Metro Area",371061,354085,-16801,41276,46200,-4924,994,-12681,-11687,-0.03417497392611996,0.002678804832628597
161,"Huntsville, AL",Metropolitan Statistical Area,"Huntsville, AL Metro Area",419282,481681,64094,53293,39071,14222,5329,44539,49868,0.106226835399564,0.012709822983099679
162,"Idaho Falls, ID",Metropolitan Statistical Area,"Idaho Falls, ID Metro Area",133818,155361,22030,24600,10510,14090,497,7493,7990,0.05599396194831786,0.0037139996114125156
163,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"Indianapolis-Carmel-Anderson, IN Metro Area",1892663,2091019,202941,271556,167634,103922,48109,51493,99602,0.027206639533820864,0.025418682565253297
164,"Iowa City, IA",Metropolitan Statistical Area,"Iowa City, IA Metro Area",153031,175732,23147,21264,9707,11557,9924,1670,11594,0.01091282158516902,0.06484960563545948
165,"Ithaca, NY",Metropolitan Statistical Area,"Ithaca, NY Metro Area",101743,101058,-523,8432,6996,1436,7057,-9079,-2022,-0.08923464022094886,0.06936103712294703
166,"Jackson, MI",Metropolitan Statistical Area,"Jackson, MI Metro Area",160109,156920,-3313,18145,17154,991,830,-5048,-4218,-0.03152852119493595,0.0051839684215128435
167,"Jackson, MS",Metropolitan Statistical Area,"Jackson, MS Metro Area",588285,589082,1966,78354,55742,22612,5075,-25846,-20771,-0.043934487535803216,0.008626771037847302
168,"Jackson, TN",Metropolitan Statistical Area,"Jackson, TN Metro Area",179767,179131,-577,22487,20870,1617,821,-2923,-2102,-0.016259936473323803,0.0045670228684908795
169,"Jacksonville, FL",Metropolitan Statistical Area,"Jacksonville, FL Metro Area",1348967,1587892,242298,186250,130026,56224,38792,146964,185756,0.1089455857704451,0.02875681910676836
170,"Jacksonville, NC",Metropolitan Statistical Area,"Jacksonville, NC Metro Area",186918,203943,26142,42537,11014,31523,7933,-14518,-6585,-0.07767042232422773,0.0424410704159043
171,"Janesville-Beloit, WI",Metropolitan Statistical Area,"Janesville-Beloit, WI Metro Area",160261,163084,2757,19706,15320,4386,444,-1981,-1537,-0.012361085978497577,0.0027704806534340856
172,"Jefferson City, MO",Metropolitan Statistical Area,"Jefferson City, MO Metro Area",149994,150198,376,18059,13623,4436,1163,-5162,-3999,-0.0344147099217302,0.007753643479072495
173,"Johnson City, TN",Metropolitan Statistical Area,"Johnson City, TN Metro Area",199019,204540,5783,20146,24484,-4338,1771,8421,10192,0.04231254302353042,0.008898647867791517
174,"Johnstown, PA",Metropolitan Statistical Area,"Johnstown, PA Metro Area",143458,128672,-15021,13450,18963,-5513,473,-10027,-9554,-0.06989502153940526,0.003297132261707259
175,"Jonesboro, AR",Metropolitan Statistical Area,"Jonesboro, AR Metro Area",121261,135528,14515,18269,13033,5236,1529,7740,9269,0.06382926085056201,0.01260916535407097
176,"Joplin, MO",Metropolitan Statistical Area,"Joplin, MO Metro Area",175834,180099,4590,24351,18777,5574,1403,-2303,-900,-0.013097580672679916,0.00797911666685624
177,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,"Kahului-Wailuku-Lahaina, HI Metro Area",155025,167902,13062,19797,12199,7598,6714,-1183,5531,-0.0076310272536687625,0.043309143686502176
178,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,"Kalamazoo-Portage, MI Metro Area",250754,265988,15661,31878,21796,10082,5213,531,5744,0.002117613278352489,0.02078929947279006
179,"Kankakee, IL",Metropolitan Statistical Area,"Kankakee, IL Metro Area",113420,108594,-4856,13470,11623,1847,488,-7210,-6722,-0.0635690354434844,0.004302592135425851
180,"Kansas City, MO-KS",Metropolitan Statistical Area,"Kansas City, MO-KS Metro Area",2013423,2173212,163859,280570,174930,105640,31882,27498,59380,0.01365733877083951,0.015834725241541395
181,"Kennewick-Richland, WA",Metropolitan Statistical Area,"Kennewick-Richland, WA Metro Area",255543,303501,50173,43316,18226,25090,4174,20825,24999,0.08149313422789903,0.016333845967214912
182,"Killeen-Temple, TX",Metropolitan Statistical Area,"Killeen-Temple, TX Metro Area",408299,468453,63126,75689,28598,47091,14464,1111,15575,0.0027210451164465252,0.03542501940979527
183,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,"Kingsport-Bristol, TN-VA Metro Area",309488,308183,-1310,29822,40290,-10468,467,8928,9395,0.028847645142945768,0.0015089438039600886
184,"Kingston, NY",Metropolitan Statistical Area,"Kingston, NY Metro Area",182422,177716,-4806,16083,17416,-1333,2613,-6042,-3429,-0.03312100514192367,0.014323930227713763
185,"Knoxville, TN",Metropolitan Statistical Area,"Knoxville, TN Metro Area",816021,878124,63089,93371,93337,34,7594,55647,63241,0.06819309797174337,0.009306133052948392
186,"Kokomo, IN",Metropolitan Statistical Area,"Kokomo, IN Metro Area",82753,82732,-16,10165,10109,56,546,-560,-14,-0.0067671262673256564,0.006597948110642514
187,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,"La Crosse-Onalaska, WI-MN Metro Area",133906,137134,3474,14526,12051,2475,613,431,1044,0.0032186757874927193,0.004577838184995444
188,"Lafayette, LA",Metropolitan Statistical Area,"Lafayette, LA Metro Area",467617,489759,23027,68551,43314,25237,5014,-7176,-2162,-0.015345892044130132,0.010722450210321696
189,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,"Lafayette-West Lafayette, IN Metro Area",210689,233278,22970,27196,15774,11422,16154,-4561,11593,-0.021648021491392527,0.07667225151763975
190,"Lake Charles, LA",Metropolitan Statistical Area,"Lake Charles, LA Metro Area",199938,210313,10678,29944,21056,8888,1701,226,1927,0.0011303504086266742,0.008507637367583951
191,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,"Lake Havasu City-Kingman, AZ Metro Area",200336,217206,17025,18687,30248,-11561,-596,29164,28568,0.14557543327210287,-0.0029750019966456355
192,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,"Lakeland-Winter Haven, FL Metro Area",603119,744552,142484,77998,68161,9837,24844,107693,132537,0.1785601183182755,0.04119253414334485
193,"Lancaster, PA",Metropolitan Statistical Area,"Lancaster, PA Metro Area",520325,546192,26749,72008,50889,21119,12129,-6073,6056,-0.011671551434199779,0.023310430980637103
