,name,geo_type,name_cbsa,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
811,"Russellville, AR",Micropolitan Statistical Area,"Russellville, AR Micro Area",84258,85515,1576,10913,8749,2164,800,-1381,-581,-0.016390135061359157,0.00949464739253246
812,"Ruston, LA",Micropolitan Statistical Area,"Ruston, LA Micro Area",46854,46552,-188,5731,3931,1800,1334,-3328,-1994,-0.07102915439450208,0.028471421863661587
813,"Rutland, VT",Micropolitan Statistical Area,"Rutland, VT Micro Area",61585,57764,-3895,5327,7037,-1710,110,-2285,-2175,-0.03710319071202403,0.0017861492246488593
814,"Safford, AZ",Micropolitan Statistical Area,"Safford, AZ Micro Area",37154,39211,1999,5677,2970,2707,436,-1172,-736,-0.03154438283899445,0.011734941056144695
815,"St. Marys, GA",Micropolitan Statistical Area,"St. Marys, GA Micro Area",50680,55388,4863,8042,3543,4499,865,-523,342,-0.010319652722967641,0.01706787687450671
816,"St. Marys, PA",Micropolitan Statistical Area,"St. Marys, PA Micro Area",31862,29607,-2339,3025,4005,-980,13,-1367,-1354,-0.04290377251898814,0.000408009541146193
817,"Salem, OH",Micropolitan Statistical Area,"Salem, OH Micro Area",107889,101118,-6732,10888,12831,-1943,309,-5074,-4765,-0.04702981768298901,0.002864054722909657
818,"Salina, KS",Micropolitan Statistical Area,"Salina, KS Micro Area",61878,59638,-2057,7947,6241,1706,189,-3932,-3743,-0.06354439380716895,0.0030543973625521193
819,"Sandpoint, ID",Micropolitan Statistical Area,"Sandpoint, ID Micro Area",40904,46817,5940,4169,4430,-261,101,6085,6186,0.14876295716800314,0.0024691961666340697
820,"Sandusky, OH",Micropolitan Statistical Area,"Sandusky, OH Micro Area",76977,73719,-3344,8037,9666,-1629,233,-1904,-1671,-0.024734661002637152,0.003026878158410954
821,"Sanford, NC",Micropolitan Statistical Area,"Sanford, NC Micro Area",57879,62353,4504,8129,5861,2268,711,1539,2250,0.026589954905924428,0.012284248172912456
822,"Sault Ste. Marie, MI",Micropolitan Statistical Area,"Sault Ste. Marie, MI Micro Area",38623,36958,-1718,3497,3779,-282,290,-1743,-1453,-0.045128550345648964,0.007508479403464256
823,"Sayre, PA",Micropolitan Statistical Area,"Sayre, PA Micro Area",62731,60221,-2479,7244,7167,77,254,-2810,-2556,-0.04479443975068148,0.004049034767499323
824,"Scottsbluff, NE",Micropolitan Statistical Area,"Scottsbluff, NE Micro Area",39060,37285,-1688,5069,4420,649,212,-2552,-2340,-0.06533538146441373,0.005427547363031234
825,"Scottsboro, AL",Micropolitan Statistical Area,"Scottsboro, AL Micro Area",53207,51582,-1666,5805,7135,-1330,151,-448,-297,-0.008419944744112617,0.0028379724472343865
826,"Scottsburg, IN",Micropolitan Statistical Area,"Scottsburg, IN Micro Area",24172,23788,-407,2855,3198,-343,130,-189,-59,-0.007818964090683436,0.005378123448618236
827,"Searcy, AR",Micropolitan Statistical Area,"Searcy, AR Micro Area",77349,78729,1654,9778,8564,1214,467,-18,449,-0.00023271147655431874,0.006037569975048158
828,"Sedalia, MO",Micropolitan Statistical Area,"Sedalia, MO Micro Area",42263,42490,289,6000,4510,1490,424,-1602,-1178,-0.037905496533610965,0.010032416061330242
829,"Selinsgrove, PA",Micropolitan Statistical Area,"Selinsgrove, PA Micro Area",39709,40317,598,4314,3679,635,175,-177,-2,-0.004457427787151527,0.0044070613714774975
830,"Selma, AL",Micropolitan Statistical Area,"Selma, AL Micro Area",43855,36098,-7715,5148,5519,-371,50,-7431,-7381,-0.16944476114468135,0.0011401208528103981
831,"Seneca, SC",Micropolitan Statistical Area,"Seneca, SC Micro Area",74349,80015,5730,7754,9219,-1465,1008,6195,7203,0.08332324577331235,0.013557680668199977
832,"Seneca Falls, NY",Micropolitan Statistical Area,"Seneca Falls, NY Micro Area",35271,33991,-1262,3844,3556,288,198,-1741,-1543,-0.04936066456862578,0.005613676958407757
833,"Sevierville, TN",Micropolitan Statistical Area,"Sevierville, TN Micro Area",89921,99244,9532,10740,10470,270,1809,7414,9223,0.08245015068782598,0.020117658833865282
834,"Seymour, IN",Micropolitan Statistical Area,"Seymour, IN Micro Area",42584,44222,1846,6072,4772,1300,901,-339,562,-0.007960736426826978,0.021158181476610933
835,"Shawano, WI",Micropolitan Statistical Area,"Shawano, WI Micro Area",46208,45332,-855,5400,5253,147,177,-1159,-982,-0.02508223684210526,0.003830505540166205
836,"Shawnee, OK",Micropolitan Statistical Area,"Shawnee, OK Micro Area",69653,72998,3551,9231,8495,736,326,2514,2840,0.03609320488708311,0.004680343990926449
837,"Shelby, NC",Micropolitan Statistical Area,"Shelby, NC Micro Area",97922,99035,1001,11203,12320,-1117,546,1655,2201,0.01690120708318866,0.005575866505994567
838,"Shelbyville, TN",Micropolitan Statistical Area,"Shelbyville, TN Micro Area",45082,50179,5121,6536,4917,1619,638,2865,3503,0.06355086287209973,0.014151989707643847
839,"Shelton, WA",Micropolitan Statistical Area,"Shelton, WA Micro Area",60733,68224,7535,6518,6853,-335,1203,6697,7900,0.11026954044753264,0.01980801211861756
840,"Sheridan, WY",Micropolitan Statistical Area,"Sheridan, WY Micro Area",29148,30863,1739,3301,3261,40,325,1388,1713,0.047619047619047616,0.01114999313846576
841,"Show Low, AZ",Micropolitan Statistical Area,"Show Low, AZ Micro Area",107693,112112,4624,15776,10400,5376,682,-1405,-723,-0.013046344702069772,0.0063328164318943655
842,"Sidney, OH",Micropolitan Statistical Area,"Sidney, OH Micro Area",49347,48337,-1118,6300,4638,1662,586,-3387,-2801,-0.06863639126998601,0.011875088657871806
843,"Sikeston, MO",Micropolitan Statistical Area,"Sikeston, MO Micro Area",39268,38288,-916,5159,4500,659,61,-1615,-1554,-0.04112763573393094,0.001553427727411633
844,"Silver City, NM",Micropolitan Statistical Area,"Silver City, NM Micro Area",29386,27007,-2505,2971,3545,-574,127,-2044,-1917,-0.06955693187232015,0.004321785884434765
845,"Snyder, TX",Micropolitan Statistical Area,"Snyder, TX Micro Area",16929,16662,-257,2430,1798,632,129,-1023,-894,-0.06042884990253411,0.007620060251639199
846,"Somerset, KY",Micropolitan Statistical Area,"Somerset, KY Micro Area",63195,65530,2468,7683,8281,-598,321,2800,3121,0.04430730279294248,0.0050795157844766205
847,"Somerset, PA",Micropolitan Statistical Area,"Somerset, PA Micro Area",77763,72916,-4820,7082,9955,-2873,301,-2191,-1890,-0.028175353317130256,0.003870735439733549
848,"Sonora, CA",Micropolitan Statistical Area,"Sonora, CA Micro Area",55164,54515,-829,4727,6688,-1961,323,828,1151,0.015009788992821403,0.0058552679283590744
849,"Spearfish, SD",Micropolitan Statistical Area,"Spearfish, SD Micro Area",24204,26221,2131,2345,2352,-7,535,1582,2117,0.06536109733928276,0.02210378449843001
850,"Spencer, IA",Micropolitan Statistical Area,"Spencer, IA Micro Area",16633,15976,-691,2007,1962,45,71,-800,-729,-0.04809715625563638,0.004268622617687729
851,"Spirit Lake, IA",Micropolitan Statistical Area,"Spirit Lake, IA Micro Area",16669,17549,882,1631,2053,-422,128,1192,1320,0.07150998860159577,0.007678924950506929
852,"Starkville, MS",Micropolitan Statistical Area,"Starkville, MS Micro Area",57992,59465,1545,6926,4626,2300,1045,-1841,-796,-0.03174575803559112,0.018019726858877087
853,"Statesboro, GA",Micropolitan Statistical Area,"Statesboro, GA Micro Area",70560,80839,10595,8954,5414,3540,1194,5755,6949,0.08156179138321995,0.01692176870748299
854,"Steamboat Springs, CO",Micropolitan Statistical Area,"Steamboat Springs, CO Micro Area",23434,25560,2054,2205,1121,1084,524,418,942,0.017837330374669284,0.02236067252709738
855,"Stephenville, TX",Micropolitan Statistical Area,"Stephenville, TX Micro Area",37913,43224,5329,4960,3421,1539,120,3635,3755,0.09587740352913247,0.0031651412444280327
856,"Sterling, CO",Micropolitan Statistical Area,"Sterling, CO Micro Area",22749,21974,-735,2336,2131,205,31,-977,-946,-0.04294694272275704,0.0013626972614180846
857,"Sterling, IL",Micropolitan Statistical Area,"Sterling, IL Micro Area",58489,54656,-3849,6432,6721,-289,70,-3630,-3560,-0.0620629520080699,0.0011968062370702186
858,"Stevens Point, WI",Micropolitan Statistical Area,"Stevens Point, WI Micro Area",70025,71032,1011,6997,5442,1555,1160,-1671,-511,-0.023862906104962514,0.016565512317029633
859,"Stillwater, OK",Micropolitan Statistical Area,"Stillwater, OK Micro Area",77420,81755,4408,9032,5900,3132,4362,-3067,1295,-0.03961508654094549,0.056342030483079314
860,"Storm Lake, IA",Micropolitan Statistical Area,"Storm Lake, IA Micro Area",20356,19772,-493,3172,1858,1314,900,-2717,-1817,-0.13347415995283946,0.04421300844959717
861,"Sturgis, MI",Micropolitan Statistical Area,"Sturgis, MI Micro Area",61288,60848,-455,8112,6546,1566,338,-2344,-2006,-0.03824565983553061,0.005514945829526171
862,"Sulphur Springs, TX",Micropolitan Statistical Area,"Sulphur Springs, TX Micro Area",35211,37170,2004,4720,4056,664,-49,1400,1351,0.03976030217829656,-0.0013916105762403796
863,"Summerville, GA",Micropolitan Statistical Area,"Summerville, GA Micro Area",25958,24843,-1179,2991,3273,-282,65,-970,-905,-0.037368056090607914,0.0025040449957623853
864,"Sunbury, PA",Micropolitan Statistical Area,"Sunbury, PA Micro Area",94287,90258,-4210,9617,12087,-2470,315,-1993,-1678,-0.021137590548007682,0.003340863533679086
865,"Susanville, CA",Micropolitan Statistical Area,"Susanville, CA Micro Area",34828,30016,-4879,3095,2302,793,110,-5902,-5792,-0.16946135293442058,0.003158378316297232
866,"Sweetwater, TX",Micropolitan Statistical Area,"Sweetwater, TX Micro Area",15247,14835,-379,2058,1823,235,245,-863,-618,-0.0566012986161212,0.016068734833081917
867,"Tahlequah, OK",Micropolitan Statistical Area,"Tahlequah, OK Micro Area",47126,49019,2027,6089,5202,887,474,682,1156,0.014471841446335357,0.010058142002291728
868,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,"Talladega-Sylacauga, AL Micro Area",82175,79985,-2363,8850,10320,-1470,408,-1266,-858,-0.015406145421356859,0.004965013690295102
869,"Taos, NM",Micropolitan Statistical Area,"Taos, NM Micro Area",32897,32593,-340,2980,3065,-85,221,-452,-231,-0.013739854697996778,0.006717937805878957
870,"Taylorville, IL",Micropolitan Statistical Area,"Taylorville, IL Micro Area",34767,32075,-2722,3552,4228,-676,87,-2130,-2043,-0.06126499266545862,0.002502372939856761
871,"The Dalles, OR",Micropolitan Statistical Area,"The Dalles, OR Micro Area",25282,26403,1192,3090,3205,-115,48,1265,1313,0.050035598449489765,0.0018985839727869629
872,"Thomaston, GA",Micropolitan Statistical Area,"Thomaston, GA Micro Area",27052,26527,-620,3297,3852,-555,24,-87,-63,-0.003216028389767855,0.0008871802454532012
873,"Thomasville, GA",Micropolitan Statistical Area,"Thomasville, GA Micro Area",44744,44372,-347,5754,5307,447,182,-950,-768,-0.0212318970141248,0.004067584480600751
874,"Tiffin, OH",Micropolitan Statistical Area,"Tiffin, OH Micro Area",56619,54938,-1805,6008,6142,-134,586,-2253,-1667,-0.039792295872410316,0.010349882548261184
875,"Tifton, GA",Micropolitan Statistical Area,"Tifton, GA Micro Area",40250,40719,587,5743,4227,1516,66,-1044,-978,-0.025937888198757763,0.0016397515527950312
876,"Toccoa, GA",Micropolitan Statistical Area,"Toccoa, GA Micro Area",26124,26107,-55,3157,3619,-462,41,378,419,0.014469453376205787,0.0015694380646149135
877,"Torrington, CT",Micropolitan Statistical Area,"Torrington, CT Micro Area",189762,179610,-10266,14714,18539,-3825,2479,-8913,-6434,-0.04696936162139944,0.013063732464877057
878,"Traverse City, MI",Micropolitan Statistical Area,"Traverse City, MI Micro Area",143334,151190,7825,14393,15339,-946,486,8316,8802,0.0580183347984428,0.0033906819038050985
879,"Troy, AL",Micropolitan Statistical Area,"Troy, AL Micro Area",32972,32966,64,3833,3352,481,1161,-1613,-452,-0.04892029600873468,0.03521169477132112
880,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,"Truckee-Grass Valley, CA Micro Area",98795,99606,857,8242,10248,-2006,139,2816,2955,0.028503466774634344,0.0014069537932081585
881,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,"Tullahoma-Manchester, TN Micro Area",100063,106555,6343,11553,12658,-1105,470,7023,7493,0.07018578295673726,0.004697040864255519
882,"Tupelo, MS",Micropolitan Statistical Area,"Tupelo, MS Micro Area",161582,166201,4661,22198,18389,3809,703,201,904,0.00124395044002426,0.004350732136005247
883,"Ukiah, CA",Micropolitan Statistical Area,"Ukiah, CA Micro Area",87796,86061,-1789,10379,8825,1554,13,-3288,-3275,-0.03745045332361383,0.0001480705271310766
884,"Union, SC",Micropolitan Statistical Area,"Union, SC Micro Area",28914,26991,-1965,3129,3976,-847,-11,-1103,-1114,-0.03814761015425053,-0.00038043854188282494
885,"Union City, TN",Micropolitan Statistical Area,"Union City, TN Micro Area",31822,30131,-1676,3567,4022,-455,69,-1289,-1220,-0.040506567783294575,0.0021683112312236817
886,"Urbana, OH",Micropolitan Statistical Area,"Urbana, OH Micro Area",40078,38960,-1141,4130,4110,20,106,-1270,-1164,-0.0316882079944109,0.002644842557013823
887,"Uvalde, TX",Micropolitan Statistical Area,"Uvalde, TX Micro Area",26441,26742,339,4087,2581,1506,234,-1379,-1145,-0.05215385197231572,0.008849892212851256
888,"Van Wert, OH",Micropolitan Statistical Area,"Van Wert, OH Micro Area",28679,28159,-600,3440,3258,182,94,-868,-774,-0.03026604832804491,0.0032776596115624674
889,"Vermillion, SD",Micropolitan Statistical Area,"Vermillion, SD Micro Area",13830,14246,380,1481,1018,463,315,-408,-93,-0.02950108459869848,0.0227765726681128
890,"Vernal, UT",Micropolitan Statistical Area,"Vernal, UT Micro Area",32465,35970,3381,6509,2373,4136,141,-988,-847,-0.030432773756352994,0.004343138764823657
891,"Vernon, TX",Micropolitan Statistical Area,"Vernon, TX Micro Area",13509,12552,-983,1690,1607,83,87,-1166,-1079,-0.08631282848471389,0.006440151010437486
892,"Vicksburg, MS",Micropolitan Statistical Area,"Vicksburg, MS Micro Area",48833,44841,-3929,6241,5342,899,257,-5081,-4824,-0.10404849179857883,0.00526283455859767
893,"Vidalia, GA",Micropolitan Statistical Area,"Vidalia, GA Micro Area",36388,35985,-366,4983,4089,894,7,-1262,-1255,-0.03468176321864351,0.00019237111135539186
894,"Vincennes, IN",Micropolitan Statistical Area,"Vincennes, IN Micro Area",38394,36522,-1918,4560,4531,29,147,-2098,-1951,-0.05464395478460176,0.0038287232380059375
895,"Vineyard Haven, MA",Micropolitan Statistical Area,"Vineyard Haven, MA Micro Area",16573,17461,926,1681,1483,198,212,517,729,0.031195317685391907,0.012791890424183914
896,"Wabash, IN",Micropolitan Statistical Area,"Wabash, IN Micro Area",32850,30784,-2104,3429,4359,-930,96,-1265,-1169,-0.038508371385083714,0.0029223744292237444
897,"Wahpeton, ND-MN",Micropolitan Statistical Area,"Wahpeton, ND-MN Micro Area",22920,22317,-580,2606,2234,372,21,-966,-945,-0.042146596858638745,0.0009162303664921467
898,"Wapakoneta, OH",Micropolitan Statistical Area,"Wapakoneta, OH Micro Area",45914,45680,-253,5630,5007,623,244,-1111,-867,-0.024197412553905128,0.005314283225160082
899,"Warren, PA",Micropolitan Statistical Area,"Warren, PA Micro Area",41770,38911,-2900,4103,5245,-1142,95,-1834,-1739,-0.043907110366291593,0.0022743595882212114
900,"Warrensburg, MO",Micropolitan Statistical Area,"Warrensburg, MO Micro Area",52689,54219,1654,7316,4155,3161,1110,-2640,-1530,-0.05010533507942835,0.02106701588566873
901,"Warsaw, IN",Micropolitan Statistical Area,"Warsaw, IN Micro Area",77338,78988,1633,10479,7262,3217,746,-2270,-1524,-0.029351677053970883,0.009645969639763118
902,"Washington, IN",Micropolitan Statistical Area,"Washington, IN Micro Area",31721,33505,1851,5572,3461,2111,149,-391,-242,-0.012326219223858013,0.004697203745153054
903,"Washington, NC",Micropolitan Statistical Area,"Washington, NC Micro Area",47826,47073,-711,4794,6063,-1269,141,456,597,0.009534562790114163,0.002948187178522143
904,"Washington Court House, OH",Micropolitan Statistical Area,"Washington Court House, OH Micro Area",29016,28579,-455,3515,3701,-186,158,-410,-252,-0.014130135097877031,0.005445271574303833
905,"Watertown, SD",Micropolitan Statistical Area,"Watertown, SD Micro Area",33127,34420,1296,4906,3196,1710,489,-893,-404,-0.0269568629818577,0.014761372898240106
906,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,"Watertown-Fort Atkinson, WI Micro Area",83727,85038,1346,8806,6899,1907,319,-833,-514,-0.00994900091965555,0.0038100015526652095
907,"Wauchula, FL",Micropolitan Statistical Area,"Wauchula, FL Micro Area",27731,26822,-915,3861,2188,1673,362,-2978,-2616,-0.10738884281129422,0.013053982907215751
908,"Waycross, GA",Micropolitan Statistical Area,"Waycross, GA Micro Area",55121,55348,290,7513,6839,674,76,-462,-386,-0.008381560566753142,0.0013787848551368807
909,"Weatherford, OK",Micropolitan Statistical Area,"Weatherford, OK Micro Area",27583,28648,1106,4470,3019,1451,433,-806,-373,-0.029220896929268023,0.01569807490120726
910,"West Plains, MO",Micropolitan Statistical Area,"West Plains, MO Micro Area",40544,40262,-116,5216,5241,-25,97,-161,-64,-0.003970994475138122,0.002392462509865825
911,"West Point, MS",Micropolitan Statistical Area,"West Point, MS Micro Area",20569,19352,-1306,2349,2406,-57,39,-1286,-1247,-0.06252126987213769,0.0018960571734163059
912,"Whitewater, WI",Micropolitan Statistical Area,"Whitewater, WI Micro Area",102195,103953,1731,10261,9515,746,127,914,1041,0.00894368609031753,0.0012427222466852585
913,"Williston, ND",Micropolitan Statistical Area,"Williston, ND Micro Area",22591,38700,16301,6442,2370,4072,417,11424,11841,0.5056881058828737,0.01845867823469523
914,"Willmar, MN",Micropolitan Statistical Area,"Willmar, MN Micro Area",42231,43130,893,5912,3989,1923,1792,-2819,-1027,-0.06675191210248396,0.04243328360682911
915,"Wilmington, OH",Micropolitan Statistical Area,"Wilmington, OH Micro Area",41922,41921,-125,5067,4597,470,195,-780,-585,-0.018605982539001,0.00465149563475025
916,"Wilson, NC",Micropolitan Statistical Area,"Wilson, NC Micro Area",81294,81979,754,9878,8909,969,710,-870,-160,-0.010701896818953428,0.008733731886732108
917,"Winfield, KS",Micropolitan Statistical Area,"Winfield, KS Micro Area",36314,34628,-1681,4400,4436,-36,347,-1996,-1649,-0.05496502726221292,0.009555543316627195
918,"Winnemucca, NV",Micropolitan Statistical Area,"Winnemucca, NV Micro Area",16580,16962,443,2594,1295,1299,57,-945,-888,-0.056996381182147164,0.0034378769601930035
919,"Winona, MN",Micropolitan Statistical Area,"Winona, MN Micro Area",51432,50485,-976,4822,4258,564,673,-2223,-1550,-0.04322211852543164,0.01308523876186032
920,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,"Wisconsin Rapids-Marshfield, WI Micro Area",74812,72560,-2190,8398,8139,259,238,-2681,-2443,-0.03583649681869218,0.0031813078115810298
921,"Woodward, OK",Micropolitan Statistical Area,"Woodward, OK Micro Area",24154,23642,-593,3425,2635,790,323,-1742,-1419,-0.0721205597416577,0.013372526289641468
922,"Wooster, OH",Micropolitan Statistical Area,"Wooster, OH Micro Area",114409,115694,1163,15523,11499,4024,1003,-3818,-2815,-0.03337150049384227,0.008766792822243005
923,"Worthington, MN",Micropolitan Statistical Area,"Worthington, MN Micro Area",21424,21400,22,3797,1828,1969,1436,-3407,-1971,-0.15902725914861834,0.06702763256161315
924,"Yankton, SD",Micropolitan Statistical Area,"Yankton, SD Micro Area",22436,22742,304,2729,2363,366,102,-146,-44,-0.006507398823319665,0.004546264931360314
925,"Zanesville, OH",Micropolitan Statistical Area,"Zanesville, OH Micro Area",86213,86020,-66,10486,10090,396,509,-922,-413,-0.010694442833447393,0.005903981998074536
926,"Zapata, TX",Micropolitan Statistical Area,"Zapata, TX Micro Area",14086,14172,154,2692,951,1741,35,-1629,-1594,-0.1156467414454068,0.002484736617918501
