,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
1536,"Franklin County, NY",County or equivalent,51642,49965,-1632,5020,4778,242,204,-2108,-1904,-0.04081948801363231,0.00395027303357732
1537,"Hot Spring County, AR",County or equivalent,33236,33787,771,3658,4095,-437,79,1109,1188,0.03336743290407991,0.0023769406667469013
1538,"Manitowoc County, WI",County or equivalent,81330,78757,-2687,8197,8846,-649,464,-2492,-2028,-0.030640600024591173,0.005705151850485675
1539,"Washington County, OH",County or equivalent,61714,59652,-2135,6216,7590,-1374,283,-995,-712,-0.016122759827591794,0.004585669378098973
1540,"Menominee County, MI",County or equivalent,23968,22608,-1421,2041,2828,-787,27,-644,-617,-0.026869158878504672,0.001126502002670227
1541,"Marinette County, WI",County or equivalent,41662,40262,-1487,3837,5310,-1473,87,-66,21,-0.0015841774278719215,0.002088233882194806
1542,"Grant County, IN",County or equivalent,69906,65225,-4838,7837,8508,-671,246,-4416,-4170,-0.0631705433010042,0.003519011243670072
1543,"McDowell County, NC",County or equivalent,45102,45782,780,4624,5281,-657,168,1313,1481,0.02911179105139462,0.0037248902487694562
1544,"Marion County, OH",County or equivalent,66459,64820,-1685,7746,7587,159,342,-2166,-1824,-0.032591522592876815,0.0051460298830858136
1545,"Marquette County, MI",County or equivalent,67080,65834,-1237,6347,6924,-577,409,-1034,-625,-0.0154144305307096,0.006097197376267144
1546,"Lyon County, MN",County or equivalent,25852,25271,-587,3710,2256,1454,1011,-3080,-2069,-0.11913971839702925,0.039107225746557325
1547,"Saline County, MO",County or equivalent,23422,22858,-514,2841,2606,235,489,-1233,-744,-0.05264281444795491,0.02087780718982153
1548,"Marshall County, IA",County or equivalent,40722,39495,-1153,5444,4905,539,1255,-2955,-1700,-0.07256519817297775,0.03081872206669613
1549,"Weakley County, TN",County or equivalent,35044,33334,-1681,3498,3914,-416,272,-1549,-1277,-0.04420157516265266,0.00776167104211848
1550,"Henry County, VA",County or equivalent,54102,50309,-3835,4945,7158,-2213,160,-1752,-1592,-0.0323832760341577,0.002957376806772393
1551,"Martinsville city, VA",County or equivalent,13786,12355,-1485,1792,2761,-969,131,-645,-514,-0.04678659509647468,0.009502393732772377
1552,"Nodaway County, MO",County or equivalent,23402,21743,-1630,2271,1976,295,157,-2097,-1940,-0.08960772583539868,0.006708828305273053
1553,"Cerro Gordo County, IA",County or equivalent,44097,42103,-2048,4797,5237,-440,307,-1899,-1592,-0.04306415402408327,0.006961924847495296
1554,"Worth County, IA",County or equivalent,7582,7359,-232,801,853,-52,9,-188,-179,-0.024795568451595886,0.0011870218939593776
1555,"Graves County, KY",County or equivalent,37254,36818,-324,5129,4661,468,413,-1186,-773,-0.0318355075964997,0.01108605787298008
1556,"Mason County, KY",County or equivalent,17503,17035,-453,2149,2221,-72,114,-495,-381,-0.02828086613723362,0.006513169170999257
1557,"Pittsburg County, OK",County or equivalent,45799,43679,-2148,5390,6292,-902,86,-1305,-1219,-0.02849407192296775,0.001877770256992511
1558,"Pike County, MS",County or equivalent,40442,38997,-1405,5622,5241,381,49,-1826,-1777,-0.04515108055981405,0.0012116116908164778
1559,"Warren County, TN",County or equivalent,39859,41605,1781,4934,5034,-100,310,1603,1913,0.040216764093429336,0.007777415389247096
1560,"McPherson County, KS",County or equivalent,29128,28448,-738,3301,3799,-498,118,-358,-240,-0.012290579511123318,0.004051084866794836
1561,"Crawford County, PA",County or equivalent,88614,83697,-5053,9510,10355,-845,192,-4366,-4174,-0.049269867063895086,0.002166700521362313
1562,"Dunn County, WI",County or equivalent,43888,45452,1587,4547,3403,1144,469,-12,457,-0.0002734232592052497,0.010686292380605178
1563,"Clarke County, MS",County or equivalent,16723,15299,-1425,1946,2153,-207,3,-1220,-1217,-0.0729534174490223,0.00017939364946480894
1564,"Kemper County, MS",County or equivalent,10454,9521,-917,902,1042,-140,-3,-779,-782,-0.07451693131815572,-0.00028697149416491294
1565,"Lauderdale County, MS",County or equivalent,80395,73751,-6529,10192,8920,1272,403,-8236,-7833,-0.10244418185210524,0.005012749549101313
1566,"Audrain County, MO",County or equivalent,25453,24835,-696,3444,3092,352,28,-1067,-1039,-0.041920402310140256,0.0011000667897693786
1567,"Ottawa County, OK",County or equivalent,31860,30879,-969,4453,4660,-207,168,-924,-756,-0.029001883239171376,0.005273069679849341
1568,"Bell County, KY",County or equivalent,28704,25482,-3206,3492,4022,-530,25,-2708,-2683,-0.0943422519509476,0.000870958751393534
1569,"Baldwin County, GA",County or equivalent,45703,45099,-741,4560,4499,61,349,-1228,-879,-0.026869133317287703,0.0076362602017373046
1570,"Hancock County, GA",County or equivalent,9433,8494,-907,701,1030,-329,59,-671,-612,-0.07113325559207039,0.0062546379730732534
1571,"Webster Parish, LA",County or equivalent,41202,37943,-3263,5006,5451,-445,60,-2880,-2820,-0.06989951944080385,0.0014562399883500802
1572,"Palo Pinto County, TX",County or equivalent,28093,29320,1186,3654,3425,229,108,857,965,0.03050581995514897,0.003844374043355996
1573,"McHenry County, ND",County or equivalent,5402,5695,303,695,626,69,11,210,221,0.03887449092928545,0.0020362828582006663
1574,"Renville County, ND",County or equivalent,2484,2283,-187,288,287,1,4,-196,-192,-0.07890499194847021,0.0016103059581320449
1575,"Ward County, ND",County or equivalent,62128,68466,6791,11808,4982,6826,2402,-2624,-222,-0.04223538501158898,0.038662116919907286
1576,"Davison County, SD",County or equivalent,19484,19812,308,2616,2203,413,259,-356,-97,-0.018271402176144532,0.013292958324779306
1577,"Hanson County, SD",County or equivalent,3331,3489,157,455,222,233,-2,-74,-76,-0.02221555088561994,-0.0006004202942059443
1578,"Randolph County, MO",County or equivalent,25454,24409,-1006,2939,2851,88,46,-1140,-1094,-0.04478667400015714,0.0018071815824624812
1579,"Montrose County, CO",County or equivalent,41182,43322,2050,4540,4420,120,31,1910,1941,0.04637948618328396,0.0007527560584721482
1580,"Ouray County, CO",County or equivalent,4457,5001,559,295,295,0,8,543,551,0.12183082791115099,0.0017949293246578414
1581,"Carteret County, NC",County or equivalent,66700,69558,3095,5919,8271,-2352,621,4836,5457,0.07250374812593703,0.009310344827586206
1582,"St. Mary Parish, LA",County or equivalent,54553,48330,-6317,7372,5767,1605,542,-8526,-7984,-0.15628838010741847,0.009935292284567302
1583,"Latah County, ID",County or equivalent,37258,40830,3587,4455,2293,2162,1542,-106,1436,-0.0028450265714745826,0.04138708465296044
1584,"Grant County, WA",County or equivalent,89554,99377,10253,15508,7078,8430,1757,107,1864,0.0011948098354065705,0.01961944748419948
1585,"Colquitt County, GA",County or equivalent,45638,45542,46,6717,4900,1817,159,-1916,-1757,-0.041982558394320524,0.0034839388229107324
1586,"Baxter County, AR",County or equivalent,41511,42242,731,3590,6984,-3394,31,4117,4148,0.09917853099178532,0.0007467900074679001
1587,"Elmore County, ID",County or equivalent,27125,27448,408,4687,1926,2761,1170,-3579,-2409,-0.13194470046082948,0.043133640552995386
1588,"Surry County, NC",County or equivalent,73779,71683,-2069,7759,9277,-1518,309,-817,-508,-0.011073611732335759,0.004188183629488066
1589,"Logan County, WV",County or equivalent,36719,31688,-5062,3925,5553,-1628,-6,-3449,-3455,-0.09392957324545877,-0.00016340314278711295
1590,"Isabella County, MI",County or equivalent,70297,69504,-809,6668,4954,1714,1727,-4299,-2572,-0.06115481457245686,0.02456719347909584
1591,"Camp County, TX",County or equivalent,12396,13060,661,1887,1478,409,369,-114,255,-0.009196515004840271,0.029767666989351405
1592,"Titus County, TX",County or equivalent,32417,32926,592,5012,2822,2190,380,-1984,-1604,-0.061202455501742914,0.011722244501341888
1593,"Bath County, KY",County or equivalent,11622,12481,889,1756,1488,268,19,607,626,0.05222853209430391,0.0016348304938908966
1594,"Menifee County, KY",County or equivalent,6368,6502,196,710,807,-97,-3,292,289,0.04585427135678392,-0.00047110552763819093
1595,"Montgomery County, KY",County or equivalent,26554,28186,1675,3829,2954,875,-22,835,813,0.03144535663176923,-0.0008285004142502071
1596,"Jefferson County, IL",County or equivalent,38757,37235,-1590,4822,4641,181,271,-2023,-1752,-0.05219702247335965,0.006992285264597363
1597,"Knox County, OH",County or equivalent,61087,62423,1497,7523,6335,1188,102,231,333,0.003781491970468349,0.0016697497012457645
1598,"Calloway County, KY",County or equivalent,37360,39300,2101,3869,4091,-222,1247,1072,2319,0.02869379014989293,0.0333779443254818
1599,"Muscatine County, IA",County or equivalent,42804,42394,-409,5515,4102,1413,761,-2579,-1818,-0.060251378375852725,0.017778712269881317
1600,"Muskogee County, OK",County or equivalent,71121,67610,-3381,9190,9485,-295,279,-3353,-3074,-0.04714500639754784,0.003922891972835027
1601,"Nacogdoches County, TX",County or equivalent,64684,64753,229,8761,5903,2858,352,-3006,-2654,-0.04647207964875394,0.005441840331457547
1602,"Concordia Parish, LA",County or equivalent,20840,18914,-1908,2676,2524,152,-23,-2040,-2063,-0.09788867562380038,-0.0011036468330134358
1603,"Adams County, MS",County or equivalent,32581,30275,-2029,3763,4244,-481,1545,-3133,-1588,-0.09616033884779472,0.047420275620760566
1604,"Natchitoches Parish, LA",County or equivalent,39523,37655,-1908,5203,4109,1094,203,-3188,-2985,-0.0806618930749184,0.005136249778609923
1605,"Newberry County, SC",County or equivalent,37611,38445,935,4448,4478,-30,95,895,990,0.02379622982638058,0.0025258567972135807
1606,"Henry County, IN",County or equivalent,49530,48033,-1433,4871,5967,-1096,39,-345,-306,-0.006965475469412477,0.0007874015748031496
1607,"Lawrence County, PA",County or equivalent,91016,85083,-6073,9058,11829,-2771,284,-3555,-3271,-0.0390590665377516,0.003120330491342181
1608,"Tuscarawas County, OH",County or equivalent,92545,91776,-809,11677,10771,906,781,-2443,-1662,-0.0263979685558377,0.008439137716786428
1609,"Lincoln County, OR",County or equivalent,45997,50583,4550,4289,6150,-1861,182,6197,6379,0.13472617779420398,0.0039567797899863035
1610,"Cocke County, TN",County or equivalent,35641,36225,583,3852,5225,-1373,21,1963,1984,0.05507701804102017,0.0005892090569849331
1611,"Brown County, MN",County or equivalent,25844,24846,-1047,2778,3052,-274,89,-856,-767,-0.033121807769695095,0.003443739359232317
1612,"Santa Cruz County, AZ",County or equivalent,47402,46808,-609,6591,3036,3555,1081,-5323,-4242,-0.11229483988017384,0.02280494493903211
1613,"Madison County, NE",County or equivalent,34963,34813,-63,5295,3710,1585,691,-2332,-1641,-0.0666990818865658,0.01976375025026457
1614,"Pierce County, NE",County or equivalent,7259,7184,-82,881,721,160,12,-252,-240,-0.03471552555448409,0.0016531202644992425
1615,"Stanton County, NE",County or equivalent,6141,5880,-248,765,449,316,40,-608,-568,-0.09900667643706236,0.006513597134017261
1616,"Lincoln County, NE",County or equivalent,36250,34347,-1941,4345,3776,569,222,-2733,-2511,-0.07539310344827586,0.006124137931034483
1617,"Logan County, NE",County or equivalent,772,747,-16,97,59,38,18,-74,-56,-0.09585492227979274,0.023316062176165803
1618,"McPherson County, NE",County or equivalent,539,474,-65,29,39,-10,0,-57,-57,-0.10575139146567718,0.0
1619,"Jennings County, IN",County or equivalent,28482,27515,-1014,3406,3055,351,39,-1404,-1365,-0.04929429113124079,0.0013692858647566884
1620,"Wilkes County, NC",County or equivalent,69265,68043,-1268,6970,8268,-1298,305,-208,97,-0.0030029596477297326,0.004403378329603696
1621,"Huron County, OH",County or equivalent,59566,57979,-1646,7449,6132,1317,187,-3167,-2980,-0.053167914582144184,0.0031393748111338683
1622,"Island County, WA",County or equivalent,78700,86014,7506,9310,7357,1953,1745,3794,5539,0.04820838627700127,0.0221728081321474
1623,"St. Lawrence County, NY",County or equivalent,111821,107185,-4756,11807,10413,1394,1380,-7559,-6179,-0.06759910929074145,0.012341152377460406
1624,"Venango County, PA",County or equivalent,54972,50328,-4660,5326,6727,-1401,42,-3288,-3246,-0.059812268063741535,0.0007640253219820999
1625,"Okeechobee County, FL",County or equivalent,40014,42297,2310,5430,4519,911,693,716,1409,0.017893737191982804,0.01731893837156995
1626,"Cattaraugus County, NY",County or equivalent,80220,75863,-4474,9107,8675,432,273,-5193,-4920,-0.06473448017950635,0.0034031413612565444
1627,"Otsego County, NY",County or equivalent,62260,58701,-3577,5276,6308,-1032,404,-2936,-2532,-0.047157083199486034,0.006488917442981047
1628,"Payette County, ID",County or equivalent,22640,24771,2149,3127,2206,921,-196,1440,1244,0.0636042402826855,-0.008657243816254417
1629,"Malheur County, OR",County or equivalent,31349,30983,-333,4304,3059,1245,-39,-1551,-1590,-0.0494752623688156,-0.0012440588216530036
1630,"St. Landry Parish, LA",County or equivalent,83503,81440,-1960,12844,10028,2816,90,-4816,-4726,-0.05767457456618325,0.001077805587823192
1631,"Orangeburg County, SC",County or equivalent,92323,85343,-7165,10609,11007,-398,333,-7113,-6780,-0.07704472341670006,0.0036069018554423064
1632,"Mahaska County, IA",County or equivalent,22409,22370,-14,2838,2384,454,303,-760,-457,-0.03391494488821456,0.01352135302780133
1633,"Adams County, WA",County or equivalent,18791,20027,1296,4031,1230,2801,271,-1788,-1517,-0.09515193443669842,0.01442179766909691
1634,"Bureau County, IL",County or equivalent,34959,32303,-2677,3424,3982,-558,158,-2287,-2129,-0.06541949140421636,0.004519580079521726
1635,"LaSalle County, IL",County or equivalent,113812,107571,-6340,12054,13376,-1322,347,-5344,-4997,-0.046954626928619125,0.0030488876392647524
1636,"Putnam County, IL",County or equivalent,6014,5716,-292,494,586,-92,8,-207,-199,-0.034419687396075815,0.0013302294645826404
1637,"Franklin County, KS",County or equivalent,25986,25703,-291,3194,2677,517,146,-952,-806,-0.03663511121373047,0.005618409913030093
1638,"Wapello County, IA",County or equivalent,35679,34985,-637,4495,4212,283,1230,-2131,-901,-0.05972701028616272,0.03447406037164718
1639,"Steele County, MN",County or equivalent,36497,36596,15,4577,3161,1416,71,-1479,-1408,-0.04052387867495959,0.0019453653724963696
1640,"Lafayette County, MS",County or equivalent,47574,54408,7047,5575,3908,1667,551,4678,5229,0.09833102114600413,0.011581956530878209
1641,"Dale County, AL",County or equivalent,50396,48959,-1294,6790,5262,1528,812,-3640,-2828,-0.07222795459957139,0.01611238987221208
1642,"Massac County, IL",County or equivalent,15380,13636,-1793,1602,2147,-545,9,-1260,-1251,-0.08192457737321196,0.0005851755526657997
1643,"Ballard County, KY",County or equivalent,8250,7769,-468,824,1077,-253,7,-219,-212,-0.026545454545454542,0.0008484848484848485
1644,"Livingston County, KY",County or equivalent,9520,9041,-478,994,1325,-331,11,-154,-143,-0.016176470588235296,0.0011554621848739494
1645,"McCracken County, KY",County or equivalent,65523,65644,97,7921,8280,-359,87,430,517,0.006562581078399951,0.0013277780321413856
1646,"Nye County, NV",County or equivalent,43848,48054,4110,3882,7389,-3507,-190,7810,7620,0.17811530742565224,-0.004333150884875022
1647,"Putnam County, FL",County or equivalent,74223,74815,435,8544,10141,-1597,139,1939,2078,0.02612397774274821,0.0018727348665508
1648,"Anderson County, TX",County or equivalent,58498,57805,-652,6125,6814,-689,409,-346,63,-0.005914732127594106,0.006991692023658929
1649,"Gray County, TX",County or equivalent,22474,21658,-879,3115,2671,444,57,-1408,-1351,-0.06265017353386135,0.0025362641274361483
1650,"Roberts County, TX",County or equivalent,920,813,-112,93,97,-4,0,-109,-109,-0.1184782608695652,0.0
1651,"Greene County, AR",County or equivalent,42202,45597,3507,5773,4984,789,46,2670,2716,0.06326714373726364,0.0010899957347992985
1652,"Henry County, TN",County or equivalent,32396,32056,-293,3363,4791,-1428,36,1126,1162,0.034757377454006665,0.0011112483022595384
1653,"Lamar County, TX",County or equivalent,49822,49905,114,6699,6414,285,101,-257,-156,-0.00515836377503914,0.002027216892136004
1654,"Labette County, KS",County or equivalent,21536,19586,-2023,2743,2698,45,34,-2115,-2081,-0.09820765230312037,0.0015787518573551265
1655,"Gila County, AZ",County or equivalent,53565,54303,711,5917,7887,-1970,257,2467,2724,0.04605619340987585,0.004797909082423224
1656,"Frio County, TX",County or equivalent,17255,20379,3162,2584,1412,1172,1895,78,1973,0.004520428861199652,0.10982323964068386
1657,"Loving County, TX",County or equivalent,84,181,99,15,14,1,0,96,96,1.1428571428571428,0.0
1658,"Reeves County, TX",County or equivalent,13830,15949,2166,1906,1107,799,630,702,1332,0.050759219088937095,0.0455531453362256
1659,"Marion County, IA",County or equivalent,33225,33168,-139,3717,3490,227,123,-483,-360,-0.0145372460496614,0.003702031602708804
1660,"Miami County, IN",County or equivalent,36810,35328,-1577,3776,3797,-21,191,-1756,-1565,-0.04770442814452595,0.005188807389296387
1661,"Pearl River County, MS",County or equivalent,55683,55876,150,6500,6629,-129,-109,406,297,0.007291273817861825,-0.0019575094732683226
1662,"Hughes County, SD",County or equivalent,17077,17336,314,2411,1546,865,6,-554,-548,-0.03244129530948059,0.0003513497686947356
1663,"Stanley County, SD",County or equivalent,2972,3121,155,386,197,189,-5,-29,-34,-0.009757738896366084,-0.0016823687752355314
1664,"Moore County, NC",County or equivalent,88595,103352,15102,10874,11355,-481,920,14592,15512,0.16470455443309442,0.01038433320164795
1665,"Crawford County, KS",County or equivalent,39173,38730,-405,4903,4269,634,989,-2020,-1031,-0.05156612973221352,0.02524698133918771
1666,"Hale County, TX",County or equivalent,36271,32754,-3453,4941,3179,1762,40,-5325,-5285,-0.14681150230211465,0.0011028094069642411
1667,"Grant County, WI",County or equivalent,51234,51021,-183,5700,5077,623,280,-1104,-824,-0.0215481906546434,0.00546512081820666
1668,"Clinton County, NY",County or equivalent,82099,79778,-2353,7772,7353,419,871,-3639,-2768,-0.04432453501260673,0.010609142620494769
1669,"Marshall County, IN",County or equivalent,47000,46108,-942,5868,4760,1108,307,-2358,-2051,-0.05017021276595745,0.006531914893617021
1670,"Gallia County, OH",County or equivalent,31066,29802,-1135,3811,3869,-58,227,-1316,-1089,-0.0423614240648941,0.0073070237558745905
1671,"Mason County, WV",County or equivalent,27377,26335,-1023,2807,3568,-761,5,-243,-238,-0.008876063849216496,0.00018263505862585382
1672,"Kay County, OK",County or equivalent,46428,43274,-3288,6119,5984,135,94,-3512,-3418,-0.0756440079262514,0.0020246403032652713
1673,"Livingston County, IL",County or equivalent,38862,35414,-3537,4301,4386,-85,174,-3688,-3514,-0.09489990221810507,0.0044773815037826145
1674,"Butler County, MO",County or equivalent,42785,42178,-614,5589,5869,-280,29,-320,-291,-0.007479256748860581,0.0006778076428654902
1675,"Ripley County, MO",County or equivalent,14102,13300,-806,1740,1950,-210,-13,-573,-586,-0.04063253439228478,-0.0009218550560204226
1676,"Roosevelt County, NM",County or equivalent,20020,18350,-1490,2843,1598,1245,426,-3216,-2790,-0.16063936063936066,0.021278721278721283
1677,"Clallam County, WA",County or equivalent,71505,78067,6671,6677,10155,-3478,752,9396,10148,0.13140339836375078,0.010516747080623732
1678,"Calhoun County, TX",County or equivalent,21312,21001,-379,2925,2134,791,319,-1482,-1163,-0.06953828828828829,0.01496809309309309
1679,"Scioto County, OH",County or equivalent,79672,74347,-5312,8897,10176,-1279,257,-4296,-4039,-0.053921076413294515,0.003225725474445225
1680,"Schuylkill County, PA",County or equivalent,148280,140709,-7572,14070,19867,-5797,406,-2084,-1678,-0.014054491502562721,0.0027380631238198005
1681,"Carbon County, UT",County or equivalent,21403,20760,-643,2825,2270,555,125,-1343,-1218,-0.06274821286735505,0.005840302761295145
1682,"Crook County, OR",County or equivalent,20882,25105,4127,2188,2556,-368,-42,4516,4474,0.21626281007566325,-0.0020113015994636533
1683,"Whitman County, WA",County or equivalent,44795,49500,4722,4297,2727,1570,4141,-1078,3063,-0.024065185846634668,0.09244335305279608
1684,"Adams County, IL",County or equivalent,67158,64783,-2312,8265,8288,-23,250,-2505,-2255,-0.03730009827570803,0.0037225646981744547
1685,"Lewis County, MO",County or equivalent,10206,9810,-395,1193,1152,41,3,-439,-436,-0.04301391338428375,0.00029394473838918284
1686,"Willacy County, TX",County or equivalent,22226,21161,-976,2969,1751,1218,69,-2275,-2206,-0.1023575992081346,0.0031044722397192475
1687,"Tehama County, CA",County or equivalent,63562,64494,1053,7821,6703,1118,-210,192,-18,0.003020672728989019,-0.0033038607973317393
1688,"Goodhue County, MN",County or equivalent,46225,46318,124,5262,4997,265,151,-265,-114,-0.005732828555976203,0.003266630611141157
1689,"Fremont County, ID",County or equivalent,13232,13218,-25,1924,1083,841,67,-946,-879,-0.07149334945586458,0.005063482466747279
1690,"Madison County, ID",County or equivalent,37588,40318,2776,11234,1405,9829,535,-7651,-7116,-0.20354900500159626,0.014233265935937003
1691,"Wayne County, IN",County or equivalent,68897,65778,-3218,8043,8897,-854,542,-2892,-2350,-0.0419757028607922,0.00786681568137945
1692,"Estill County, KY",County or equivalent,14722,14109,-577,1564,1989,-425,3,-149,-146,-0.010120907485396008,0.00020377666077978532
1693,"Madison County, KY",County or equivalent,83471,94265,11355,10259,7692,2567,813,7895,8708,0.09458374764888404,0.009739909669226438
1694,"Starr County, TX",County or equivalent,61140,64266,3284,13176,4055,9121,348,-6218,-5870,-0.10170101406607786,0.005691854759568204
1695,"Fremont County, WY",County or equivalent,40199,39317,-806,5770,4498,1272,-3,-2097,-2100,-0.05216547675315306,-7.462872210751512e-05
1696,"Halifax County, NC",County or equivalent,54476,49479,-5152,5835,6941,-1106,152,-4205,-4053,-0.0771899552096336,0.002790219546222189
1697,"Northampton County, NC",County or equivalent,22037,19088,-3016,1868,2804,-936,96,-2186,-2090,-0.09919680537278214,0.00435630984253755
1698,"Ogle County, IL",County or equivalent,53420,50306,-3188,5454,5165,289,179,-3687,-3508,-0.06901909397229503,0.0033508049419693
1699,"Richmond County, NC",County or equivalent,46636,44332,-2315,5644,5743,-99,25,-2233,-2208,-0.04788146496268977,0.0005360665580238441
1700,"Aransas County, TX",County or equivalent,23189,23814,649,2520,3557,-1037,11,1615,1626,0.06964509034455993,0.0004743628444521108
1701,"Sweetwater County, WY",County or equivalent,43580,42673,-1133,6007,2982,3025,476,-4718,-4242,-0.10826067003212483,0.010922441486920606
