,name,geo_type,popestimate2010,popestimate2020,n_pop_chg_2010_2020,births_2010_2020,deaths_2010_2020,natural_increase_2010_2020,int_migration_2010_2020,dom_migration_2010_2020,net_migration_2010_2020,dom_migration_rate_1020,int_migration_rate_1020
375,"Hudspeth County, TX",County or equivalent,3472,4906,1430,429,196,233,503,677,1180,0.1949884792626728,0.1448732718894009
376,"Garfield County, OK",County or equivalent,60771,60869,287,9487,7038,2449,2061,-4200,-2139,-0.06911191193167794,0.03391420249790196
377,"Erie County, PA",County or equivalent,280809,268426,-12160,31336,29490,1846,6147,-20161,-14014,-0.07179613189035965,0.021890324028076023
378,"Lane County, OR",County or equivalent,351948,382986,31281,35750,36152,-402,5562,26261,31823,0.0746161364747065,0.015803470967301992
379,"Posey County, IN",County or equivalent,25861,25275,-637,2813,2526,287,16,-943,-927,-0.03646417385251924,0.0006186922392792235
380,"Vanderburgh County, IN",County or equivalent,179845,182447,2746,22717,19986,2731,1558,-1389,169,-0.0077233173010092014,0.008663015374350136
381,"Warrick County, IN",County or equivalent,59840,63269,3580,6561,5815,746,518,2353,2871,0.039321524064171116,0.008656417112299464
382,"Henderson County, KY",County or equivalent,46263,44740,-1509,5539,5231,308,50,-1834,-1784,-0.0396429111817219,0.001080777295030586
383,"Fairbanks North Star Borough, AK",County or equivalent,98272,95651,-1934,16769,4930,11839,2736,-16675,-13939,-0.16968210680560078,0.027841094106154343
384,"Clay County, MN",County or equivalent,59144,64690,5696,8624,4690,3934,1177,611,1788,0.010330718246990396,0.019900581631272826
385,"Cass County, ND",County or equivalent,150321,183904,34126,25191,10719,14472,6193,13188,19381,0.08773225297862575,0.041198501872659166
386,"San Juan County, NM",County or equivalent,130209,123312,-6733,17580,10400,7180,332,-14320,-13988,-0.10997703691757098,0.00254974694529564
387,"Cumberland County, NC",County or equivalent,327247,336364,16909,57121,25609,31512,13008,-28776,-15768,-0.08793357922303338,0.03974979144193835
388,"Harnett County, NC",County or equivalent,115757,137058,22365,18866,9985,8881,2102,11221,13323,0.09693582245566144,0.01815872906174141
389,"Hoke County, NC",County or equivalent,47498,55830,8941,9373,3418,5955,1266,1657,2923,0.03488567939702724,0.026653753842267043
390,"Benton County, AR",County or equivalent,222601,288774,67426,36510,18040,18470,6524,42137,48661,0.18929384863500165,0.029308044438254993
391,"Madison County, AR",County or equivalent,15686,16644,919,2039,1839,200,91,632,723,0.04029070508733903,0.005801351523651664
392,"Washington County, AR",County or equivalent,204021,243216,40171,32933,15690,17243,5874,16878,22752,0.08272677812578116,0.028791153851809376
393,"Coconino County, AZ",County or equivalent,134624,142481,8046,16520,8280,8240,1828,-2041,-213,-0.015160743998098409,0.01357855954361778
394,"Genesee County, MI",County or equivalent,424959,404794,-20996,49570,46214,3356,2077,-26679,-24602,-0.06278017408738255,0.004887530326455023
395,"Darlington County, SC",County or equivalent,68513,66509,-2091,8012,8697,-685,297,-1658,-1361,-0.024199786901755872,0.0043349437333060886
396,"Florence County, SC",County or equivalent,137161,137588,607,17547,15626,1921,613,-1808,-1195,-0.013181589518886564,0.004469200428693287
397,"Colbert County, AL",County or equivalent,54527,55411,981,6342,7289,-947,399,1578,1977,0.02893979129605517,0.0073174757459607154
398,"Lauderdale County, AL",County or equivalent,92738,93368,659,9473,11416,-1943,526,2146,2672,0.02314046022126852,0.005671892859453514
399,"Fond du Lac County, WI",County or equivalent,101579,102902,1276,11083,9752,1331,1196,-1215,-19,-0.011961133698894457,0.011774087163685408
400,"Larimer County, CO",County or equivalent,300453,360428,60800,34394,22266,12128,4746,43379,48125,0.14437865489777102,0.015796147816796637
401,"Crawford County, AR",County or equivalent,61961,63409,1474,7808,6475,1333,397,-223,174,-0.003599038104614193,0.006407256177272801
402,"Franklin County, AR",County or equivalent,18137,17897,-234,1963,2293,-330,68,35,103,0.00192975685063682,0.00374924188123725
403,"Sebastian County, AR",County or equivalent,125782,127590,1822,17337,13104,4233,813,-3176,-2363,-0.02525003577618419,0.006463563943966545
404,"Sequoyah County, OK",County or equivalent,42513,41538,-892,5432,5490,-58,200,-1021,-821,-0.024016183285112788,0.004704443346740997
405,"Allen County, IN",County or equivalent,355956,382187,26848,53562,32475,21087,6116,-98,6018,-0.00027531492656395737,0.017181898886379214
406,"Whitley County, IN",County or equivalent,33351,34378,1091,3951,3190,761,123,233,356,0.006986297262450901,0.003688045335971935
407,"Fresno County, CA",County or equivalent,932011,1000918,70415,156504,69429,87075,8658,-25041,-16383,-0.026867708642923743,0.009289589929732587
408,"Etowah County, AL",County or equivalent,104440,102371,-2041,12174,14514,-2340,390,-1,389,-9.574875526618153e-06,0.0037342014553810796
409,"Alachua County, FL",County or equivalent,247624,271218,23881,29028,19449,9579,11337,2982,14319,0.012042451458663134,0.04578312279908248
410,"Gilchrist County, FL",County or equivalent,17006,18885,1941,1950,1953,-3,62,1882,1944,0.11066682347406798,0.003645772080442197
411,"Levy County, FL",County or equivalent,40727,42214,1411,4137,5577,-1440,280,2585,2865,0.06347140717460162,0.006875046038254721
412,"Hall County, GA",County or equivalent,180070,206591,26826,26275,14787,11488,1284,14078,15362,0.07818070750263786,0.00713056033764647
413,"Adams County, PA",County or equivalent,101472,102742,1323,10251,10432,-181,594,984,1578,0.009697256385998108,0.005853831598864712
414,"Warren County, NY",County or equivalent,65668,63756,-1942,5874,7148,-1274,315,-941,-626,-0.014329658281050131,0.004796856916610829
415,"Washington County, NY",County or equivalent,63359,60606,-2648,5976,6475,-499,123,-2246,-2123,-0.03544879180542622,0.0019413185182846954
416,"Wayne County, NC",County or equivalent,122891,123967,1302,17091,12485,4606,3040,-6338,-3298,-0.05157415921426305,0.024737368887876247
417,"Polk County, MN",County or equivalent,31639,30900,-700,4215,3470,745,391,-1825,-1434,-0.05768197477796391,0.012358165555169252
418,"Grand Forks County, ND",County or equivalent,66994,69481,2617,10114,5059,5055,1878,-4332,-2454,-0.06466250709018719,0.028032361106964804
419,"Hall County, NE",County or equivalent,58813,61028,2407,9747,5571,4176,2768,-4507,-1739,-0.0766327172563889,0.04706442453199123
420,"Howard County, NE",County or equivalent,6279,6488,214,777,691,86,10,124,134,0.01974836757445453,0.0015926102882624622
421,"Merrick County, NE",County or equivalent,7852,7809,-50,927,880,47,32,-126,-94,-0.016046867040244522,0.004075394803871625
422,"Mesa County, CO",County or equivalent,146266,155603,8867,17901,15037,2864,159,5881,6040,0.040207567035401265,0.001087060560895902
423,"Ionia County, MI",County or equivalent,63847,64553,652,7415,5379,2036,99,-1466,-1367,-0.022961141478847872,0.0015505818597584852
424,"Kent County, MI",County or equivalent,602994,658708,56083,89568,47880,41688,14448,214,14662,0.0003548957369393393,0.02396043741728773
425,"Montcalm County, MI",County or equivalent,63315,63476,134,7357,6286,1071,112,-1047,-935,-0.016536365790097134,0.0017689331122166946
426,"Ottawa County, MI",County or equivalent,264114,294635,30848,33909,19284,14625,4196,12159,16355,0.046036938594697735,0.015887079064343432
427,"Josephine County, OR",County or equivalent,82880,88053,5335,8533,12381,-3848,7,9175,9182,0.11070222007722008,8.445945945945946e-05
428,"Cascade County, MT",County or equivalent,81513,81346,19,11555,8664,2891,940,-3784,-2844,-0.046422043109688026,0.011531902886656115
429,"Weld County, CO",County or equivalent,254224,333983,81147,41936,17551,24385,2635,53627,56262,0.21094389200075525,0.0103648750708037
430,"Brown County, WI",County or equivalent,248474,264610,16604,34053,19879,14174,3240,-603,2637,-0.002426813268189026,0.013039593679821632
431,"Kewaunee County, WI",County or equivalent,20561,20386,-192,2012,1907,105,106,-398,-292,-0.019357035163659355,0.005155391274743446
432,"Oconto County, WI",County or equivalent,37714,38383,726,3751,3706,45,92,618,710,0.01638648777642255,0.002439412419791059
433,"Guilford County, NC",County or equivalent,489626,540521,52066,62777,44013,18764,14198,19335,33533,0.03948932450482613,0.028997643099018436
434,"Randolph County, NC",County or equivalent,141985,144557,2732,16187,15248,939,406,1523,1929,0.010726485192097757,0.0028594569848927704
435,"Rockingham County, NC",County or equivalent,93681,91285,-2378,9449,11717,-2268,116,-157,-41,-0.0016759001291617294,0.0012382446814188574
436,"Pitt County, NC",County or equivalent,168865,182924,14751,21557,12967,8590,1539,4642,6181,0.027489414621147068,0.00911378912148758
437,"Anderson County, SC",County or equivalent,187095,204353,17426,23031,21906,1125,1078,15319,16397,0.08187819022421765,0.005761778775488388
438,"Greenville County, SC",County or equivalent,452688,532486,81303,63928,43017,20911,13455,46648,60103,0.10304668999399144,0.02972245785176545
439,"Laurens County, SC",County or equivalent,66519,67883,1354,7926,8616,-690,456,1631,2087,0.024519310272253042,0.006855184233076264
440,"Pickens County, SC",County or equivalent,119344,127983,8599,12393,12179,214,1951,6438,8389,0.05394489877999732,0.016347700764177502
441,"Hancock County, MS",County or equivalent,44102,48000,3963,4887,4959,-72,133,3893,4026,0.08827264069656705,0.003015736247789216
442,"Harrison County, MS",County or equivalent,187868,208801,21692,28039,20203,7836,2993,10884,13877,0.05793429429173675,0.015931398641599422
443,"Jackson County, MS",County or equivalent,139479,143802,4133,16590,13987,2603,2719,-1140,1579,-0.008173273395995096,0.01949397400325497
444,"Stone County, MS",County or equivalent,17907,18360,570,2193,1869,324,36,187,223,0.010442843580722623,0.002010386999497403
445,"Washington County, MD",County or equivalent,147727,151146,3730,17513,15739,1774,1858,162,2020,0.0010966174091398325,0.012577253988776595
446,"Berkeley County, WV",County or equivalent,104638,122125,17929,14274,10272,4002,321,13518,13839,0.12918824901087558,0.003067719184235173
447,"Morgan County, WV",County or equivalent,17492,17873,332,1430,2276,-846,29,1159,1188,0.06625886119368854,0.0016579007546306886
448,"Tangipahoa Parish, LA",County or equivalent,121463,136765,15682,19674,12629,7045,799,7836,8635,0.06451347323876408,0.0065781349052797975
449,"Kings County, CA",County or equivalent,152342,152692,-298,23918,8594,15324,515,-16507,-15992,-0.10835488571766158,0.00338055165351643
450,"Cumberland County, PA",County or equivalent,235903,255857,20454,26295,23830,2465,5769,12381,18150,0.05248343598852071,0.02445496666002552
451,"Dauphin County, PA",County or equivalent,268289,279874,11747,35079,25907,9172,9779,-7087,2692,-0.026415544431564467,0.036449500352232114
452,"Perry County, PA",County or equivalent,45920,46212,285,5477,4656,821,112,-625,-513,-0.013610627177700348,0.0024390243902439024
453,"Rockingham County, VA",County or equivalent,76413,82346,6022,9060,7434,1626,818,3656,4474,0.04784526193187024,0.010704984753903132
454,"Harrisonburg city, VA",County or equivalent,48999,53204,4302,5742,2889,2853,4287,-2892,1395,-0.059021612685973175,0.08749158146084614
455,"Hartford County, CT",County or equivalent,895214,889226,-4790,96172,82497,13675,43009,-61655,-18646,-0.06887180048569393,0.04804326116436964
456,"Middlesex County, CT",County or equivalent,165624,161657,-4016,13875,15674,-1799,2860,-4997,-2137,-0.03017074820074385,0.017268028788098345
457,"Tolland County, CT",County or equivalent,153242,150600,-2145,11859,10770,1089,4045,-7369,-3324,-0.04808733898017515,0.026396157711332403
458,"Covington County, MS",County or equivalent,19578,18518,-1055,2648,2704,-56,22,-1015,-993,-0.05184390642557973,0.0011237102870569006
459,"Forrest County, MS",County or equivalent,74944,75009,150,10856,7680,3176,1321,-4379,-3058,-0.05843029461998293,0.017626494449188727
460,"Lamar County, MS",County or equivalent,56109,64165,8433,8012,4337,3675,260,4453,4713,0.07936338198862927,0.004633837708745477
461,"Perry County, MS",County or equivalent,12235,11862,-390,1455,1387,68,-8,-450,-458,-0.03677973028197793,-0.0006538618716796077
462,"Alexander County, NC",County or equivalent,37232,37441,259,3626,3909,-283,49,519,568,0.013939621830683284,0.0013160721959604642
463,"Burke County, NC",County or equivalent,90567,90418,-406,8979,10637,-1658,754,546,1300,0.006028685945211832,0.008325328210054436
464,"Caldwell County, NC",County or equivalent,83025,82100,-959,8262,9807,-1545,497,154,651,0.0018548629930743754,0.005986148750376392
465,"Catawba County, NC",County or equivalent,154758,160307,5565,17727,16881,846,1790,3041,4831,0.019650034247017924,0.01156644567647553
466,"Beaufort County, SC",County or equivalent,162843,195656,33437,20505,15673,4832,4212,24131,28343,0.14818567577359787,0.025865404100882446
467,"Jasper County, SC",County or equivalent,24949,31588,6797,3559,2493,1066,534,5152,5686,0.20650126257565435,0.02140366347348591
468,"Liberty County, GA",County or equivalent,62772,63004,-580,14611,3596,11015,2635,-14646,-12011,-0.23332058879755305,0.041977314726311096
469,"Long County, GA",County or equivalent,14575,20171,5826,2674,958,1716,290,3750,4040,0.2572898799313893,0.019897084048027446
470,"Citrus County, FL",County or equivalent,141177,153010,11781,10688,25947,-15259,608,26447,27055,0.18733221417086351,0.004306650516727229
471,"Garland County, AR",County or equivalent,96080,99789,3786,11205,14174,-2969,176,6616,6792,0.06885928393005829,0.0018318068276436306
472,"Lafourche Parish, LA",County or equivalent,96693,97596,1005,12489,9160,3329,1057,-3338,-2281,-0.034521630314500534,0.010931504865915835
473,"Terrebonne Parish, LA",County or equivalent,111552,109859,-1730,16435,10758,5677,725,-8112,-7387,-0.07271944922547333,0.0064992111302352275
474,"Austin County, TX",County or equivalent,28372,29972,1551,3470,2872,598,222,746,968,0.02629352883124207,0.00782461581841252
475,"Brazoria County, TX",County or equivalent,314499,380518,67332,48335,23392,24943,4604,37589,42193,0.11952025284659093,0.014639156245329871
476,"Chambers County, TX",County or equivalent,35452,45590,10487,5309,2852,2457,468,7534,8002,0.21251269321900035,0.013200947760352024
477,"Fort Bend County, TX",County or equivalent,590177,839706,255074,92628,31474,61154,48523,143926,192449,0.2438692121177206,0.08221770756908521
478,"Galveston County, TX",County or equivalent,292492,345089,53771,41027,27118,13909,5059,34495,39554,0.11793484950015727,0.017296199554175842
479,"Harris County, TX",County or equivalent,4107542,4738253,645144,704169,261529,442640,284632,-82035,202597,-0.019971798218983518,0.06929497008186404
480,"Liberty County, TX",County or equivalent,75870,91547,15890,11583,8020,3563,333,12033,12366,0.15860023724792408,0.0043890865954922895
481,"Montgomery County, TX",County or equivalent,459223,626351,170611,71546,37044,34502,13068,121948,135016,0.2655529013137408,0.028456762836356193
482,"Waller County, TX",County or equivalent,43558,57452,14133,6391,3196,3195,407,10461,10868,0.2401625418981588,0.00934386335460765
483,"Boyd County, KY",County or equivalent,49602,46516,-3017,5752,6326,-574,17,-2442,-2425,-0.049231885811056,0.00034272811580178216
484,"Carter County, KY",County or equivalent,27739,26542,-1174,3529,3318,211,76,-1448,-1372,-0.05220087241789538,0.0027398247954143985
485,"Greenup County, KY",County or equivalent,36889,34865,-2045,3876,4819,-943,-3,-1079,-1082,-0.02924991189785573,-8.132505624983057e-05
486,"Lawrence County, OH",County or equivalent,62428,59091,-3360,6889,8052,-1163,-107,-2064,-2171,-0.0330620875248286,-0.0017139744986224132
487,"Cabell County, WV",County or equivalent,96282,91589,-4657,11327,12508,-1181,786,-4195,-3409,-0.0435699299972996,0.008163519660995825
488,"Putnam County, WV",County or equivalent,55620,56428,940,5822,5945,-123,139,959,1098,0.017241999280834232,0.002499101042790364
489,"Wayne County, WV",County or equivalent,42501,39054,-3488,4081,5232,-1151,86,-2412,-2326,-0.05675160584456836,0.002023481800428225
490,"Limestone County, AL",County or equivalent,83168,102228,19453,10346,7963,2383,527,16449,16976,0.19778039630627164,0.006336571758368603
491,"Madison County, AL",County or equivalent,336114,379453,44641,42947,31108,11839,4802,28090,32892,0.08357283540703453,0.014286819352957628
492,"Bonneville County, ID",County or equivalent,104682,122134,17840,19476,8615,10861,419,6616,7035,0.0632009323474905,0.004002598345465314
493,"Butte County, ID",County or equivalent,2914,2646,-247,285,280,5,-2,-255,-257,-0.0875085792724777,-0.0006863417982155112
494,"Jefferson County, ID",County or equivalent,26222,30581,4437,4839,1615,3224,80,1132,1212,0.043169857371672636,0.0030508733124856987
495,"Boone County, IN",County or equivalent,56924,69347,12700,7756,5207,2549,666,9429,10095,0.16564190850959173,0.01169981027334692
496,"Brown County, IN",County or equivalent,15210,15112,-135,1195,1619,-424,-11,310,299,0.02038132807363576,-0.0007232084155161077
497,"Hamilton County, IN",County or equivalent,276499,344238,69683,39281,16783,22498,6720,40260,46980,0.14560631322355594,0.024303885366674025
498,"Hancock County, IN",County or equivalent,70246,79553,9493,8069,6537,1532,108,7898,8006,0.1124334481678672,0.001537454089912593
499,"Hendricks County, IN",County or equivalent,145954,173251,27796,17624,11436,6188,2225,19409,21634,0.1329802540526467,0.015244529098209026
500,"Johnson County, IN",County or equivalent,140269,160607,20751,18935,13201,5734,2370,12691,15061,0.09047615652781442,0.01689610676628478
501,"Madison County, IN",County or equivalent,131621,129681,-1958,15091,15437,-346,565,-2109,-1544,-0.01602327896004437,0.0042926280760668895
502,"Marion County, IN",County or equivalent,904604,966183,62810,146841,82135,64706,34407,-35740,-1333,-0.03950900062347724,0.03803542765674262
503,"Morgan County, IN",County or equivalent,69138,70707,1781,7893,6949,944,388,507,895,0.007333159767421678,0.005611964476843414
504,"Putnam County, IN",County or equivalent,37903,37469,-472,3726,3640,86,402,-957,-555,-0.0252486610558531,0.010606020631612274
505,"Shelby County, IN",County or equivalent,44295,44871,492,5145,4690,455,269,-205,64,-0.004628061857997517,0.006072920194152839
506,"Johnson County, IA",County or equivalent,131344,153740,22858,18276,7217,11059,9768,2018,11786,0.015364234376903397,0.0743695943476672
507,"Washington County, IA",County or equivalent,21687,21992,289,2988,2490,498,156,-348,-192,-0.01604647945773966,0.007193249412090192
508,"Tompkins County, NY",County or equivalent,101743,101058,-523,8432,6996,1436,7057,-9079,-2022,-0.08923464022094886,0.06936103712294703
509,"Jackson County, MI",County or equivalent,160109,156920,-3313,18145,17154,991,830,-5048,-4218,-0.03152852119493595,0.0051839684215128435
510,"Copiah County, MS",County or equivalent,29436,27933,-1518,3736,3339,397,198,-2107,-1909,-0.07157901888843593,0.006726457399103139
511,"Hinds County, MS",County or equivalent,245717,227966,-17394,33056,22012,11044,2174,-30740,-28566,-0.12510326920807271,0.008847576683745936
512,"Holmes County, MS",County or equivalent,19406,16726,-2757,2598,2254,344,-1,-3120,-3121,-0.16077501803565908,-5.153045449860868e-05
513,"Madison County, MS",County or equivalent,95546,106871,11663,13349,10353,2996,1278,7356,8634,0.07698909425826303,0.013375756180269191
514,"Rankin County, MS",County or equivalent,142518,155975,13926,18796,11635,7161,836,5977,6813,0.04193856214653588,0.005865925707629913
515,"Simpson County, MS",County or equivalent,27527,26629,-871,3323,3125,198,123,-1175,-1052,-0.04268536346132888,0.00446834017510081
516,"Yazoo County, MS",County or equivalent,28135,26982,-1083,3496,3024,472,467,-2037,-1570,-0.07240092411586993,0.016598542740358983
517,"Chester County, TN",County or equivalent,17194,17432,287,1901,1873,28,49,216,265,0.012562521809933698,0.002849831336512737
518,"Crockett County, TN",County or equivalent,14589,14180,-395,1726,1868,-142,77,-320,-243,-0.021934334087326063,0.0052779491397628355
519,"Gibson County, TN",County or equivalent,49733,49159,-527,6152,6928,-776,57,228,285,0.004584481129230089,0.0011461202823075222
520,"Madison County, TN",County or equivalent,98251,98360,58,12708,10201,2507,638,-3047,-2409,-0.03101240699840205,0.006493572584502957
521,"Baker County, FL",County or equivalent,27067,29566,2451,3521,2532,989,75,1391,1466,0.05139099272176451,0.002770901836184284
522,"Clay County, FL",County or equivalent,191453,221770,30898,22080,17476,4604,3560,22797,26357,0.11907361075564238,0.018594642027024908
523,"Duval County, FL",County or equivalent,865653,966728,102475,131243,82659,48584,32583,21623,54206,0.024978831009653986,0.037639793312100815
524,"Nassau County, FL",County or equivalent,73526,91113,17799,8159,8402,-243,380,17618,17998,0.2396159181786035,0.005168239806327014
525,"St. Johns County, FL",County or equivalent,191268,278715,88675,21247,18957,2290,2194,83535,85729,0.4367432084823389,0.011470815818641905
526,"Onslow County, NC",County or equivalent,186918,203943,26142,42537,11014,31523,7933,-14518,-6585,-0.07767042232422773,0.0424410704159043
527,"Rock County, WI",County or equivalent,160261,163084,2757,19706,15320,4386,444,-1981,-1537,-0.012361085978497577,0.0027704806534340856
528,"Callaway County, MO",County or equivalent,44312,44887,556,5118,4045,1073,241,-736,-495,-0.016609496298970933,0.005438707347896732
529,"Cole County, MO",County or equivalent,76145,76191,221,9318,6707,2611,838,-3198,-2360,-0.041998818044520325,0.011005318799658546
530,"Moniteau County, MO",County or equivalent,15630,15585,-25,2084,1518,566,76,-656,-580,-0.04197056941778631,0.004862444017914268
531,"Osage County, MO",County or equivalent,13907,13535,-376,1539,1353,186,8,-572,-564,-0.041130366002732434,0.0005752498741640902
532,"Carter County, TN",County or equivalent,57343,56418,-965,5195,7294,-2099,58,1114,1172,0.01942695708281743,0.001011457370559615
533,"Unicoi County, TN",County or equivalent,18283,17755,-556,1626,2824,-1198,166,495,661,0.02707433134605918,0.009079472734233988
534,"Washington County, TN",County or equivalent,123393,130367,7304,13325,14366,-1041,1547,6812,8359,0.055205724798003133,0.012537177959851856
535,"Cambria County, PA",County or equivalent,143458,128672,-15021,13450,18963,-5513,473,-10027,-9554,-0.06989502153940526,0.003297132261707259
536,"Craighead County, AR",County or equivalent,96751,112245,15802,15141,9517,5624,1435,8720,10155,0.0901282674080888,0.014831888042500853
537,"Poinsett County, AR",County or equivalent,24510,23283,-1287,3128,3516,-388,94,-980,-886,-0.03998368013055895,0.003835169318645451
538,"Jasper County, MO",County or equivalent,117662,121648,4253,16948,12274,4674,1242,-1606,-364,-0.01364926654314902,0.01055565943125223
539,"Newton County, MO",County or equivalent,58172,58451,337,7403,6503,900,161,-697,-536,-0.011981709413463522,0.002767654541703913
540,"Maui County, HI",County or equivalent,155025,167902,13062,19797,12199,7598,6714,-1183,5531,-0.0076310272536687625,0.043309143686502176
541,"Kalamazoo County, MI",County or equivalent,250754,265988,15661,31878,21796,10082,5213,531,5744,0.002117613278352489,0.02078929947279006
542,"Kankakee County, IL",County or equivalent,113420,108594,-4856,13470,11623,1847,488,-7210,-6722,-0.0635690354434844,0.004302592135425851
543,"Johnson County, KS",County or equivalent,545681,607220,63039,74925,39136,35789,11818,15804,27622,0.02896197595298352,0.02165734192687669
544,"Leavenworth County, KS",County or equivalent,76536,82246,6026,10016,6171,3845,1160,1059,2219,0.013836625901536531,0.015156266332183546
545,"Linn County, KS",County or equivalent,9624,9654,-2,1008,1181,-173,5,165,170,0.017144638403990026,0.0005195344970906068
546,"Miami County, KS",County or equivalent,32882,34334,1553,3744,2946,798,74,681,755,0.02071041907426556,0.0022504713825193113
547,"Wyandotte County, KS",County or equivalent,157636,165265,7742,27465,14252,13213,5996,-11353,-5357,-0.07202035068131643,0.03803699662513639
548,"Bates County, MO",County or equivalent,17026,16242,-805,1902,2152,-250,19,-581,-562,-0.03412428051215788,0.0011159403265593797
549,"Caldwell County, MO",County or equivalent,9428,9051,-367,972,1052,-80,12,-306,-294,-0.032456512515910065,0.0012728044123886295
550,"Cass County, MO",County or equivalent,99756,106806,7306,12104,9656,2448,204,4731,4935,0.04742571875375917,0.002044989775051125
551,"Clay County, MO",County or equivalent,222649,253463,31558,31494,17779,13715,1988,15890,17878,0.07136793787531047,0.008928852139466155
552,"Clinton County, MO",County or equivalent,20740,20553,-189,2343,2557,-214,-27,49,22,0.0023625843780135003,-0.0013018322082931533
553,"Jackson County, MO",County or equivalent,674854,705925,31761,96051,64671,31380,8464,-7553,911,-0.011192050428685315,0.012541972041360058
554,"Lafayette County, MO",County or equivalent,33380,33006,-363,3863,3898,-35,19,-339,-320,-0.010155781905332534,0.0005692031156381066
555,"Platte County, MO",County or equivalent,89714,106532,17201,12087,6851,5236,2137,9836,11973,0.10963729183850904,0.02382013955458457
556,"Ray County, MO",County or equivalent,23517,22915,-601,2596,2628,-32,13,-585,-572,-0.02487562189054726,0.000552791597567717
557,"Benton County, WA",County or equivalent,176467,206426,31258,26683,14219,12464,2792,16031,18823,0.0908441804983368,0.015821655040319155
558,"Franklin County, WA",County or equivalent,79076,97075,18915,16633,4007,12626,1382,4794,6176,0.060625221306085275,0.01747685770651019
559,"Bell County, TX",County or equivalent,312886,369927,59749,63382,21854,41528,11369,6558,17927,0.020959710565509482,0.03633591787424174
560,"Coryell County, TX",County or equivalent,75654,76737,1262,10016,4649,5367,2891,-7165,-4274,-0.09470748407222354,0.03821344542258175
561,"Lampasas County, TX",County or equivalent,19759,21789,2115,2291,2095,196,204,1718,1922,0.08694772002631712,0.010324409130016702
562,"Hawkins County, TN",County or equivalent,56870,56775,-51,5515,7314,-1799,144,1649,1793,0.028995955688412168,0.002532090733251275
563,"Sullivan County, TN",County or equivalent,156756,158755,1951,15754,21106,-5352,165,7282,7447,0.04645436219347266,0.001052591288371737
564,"Scott County, VA",County or equivalent,23127,21629,-1537,1833,2981,-1148,17,-391,-374,-0.01690664591170494,0.0007350715613784754
565,"Washington County, VA",County or equivalent,54966,53695,-1264,4739,6391,-1652,118,297,415,0.005403340246697959,0.002146781646836226
566,"Bristol city, VA",County or equivalent,17769,17329,-409,1981,2498,-517,23,91,114,0.005121278631324216,0.0012943891046204065
567,"Ulster County, NY",County or equivalent,182422,177716,-4806,16083,17416,-1333,2613,-6042,-3429,-0.03312100514192367,0.014323930227713763
568,"Anderson County, TN",County or equivalent,75088,77558,2486,8237,9799,-1562,459,3661,4120,0.04875612614532282,0.006112827615597699
569,"Blount County, TN",County or equivalent,123208,134751,11650,12989,14137,-1148,661,12182,12843,0.09887344977598857,0.005364911369391598
570,"Campbell County, TN",County or equivalent,40735,39837,-885,4431,5878,-1447,59,534,593,0.013109119921443476,0.0014483859089235301
571,"Knox County, TN",County or equivalent,432952,475609,43350,53357,44871,8486,6063,28822,34885,0.0665708900755742,0.014003861859975241
572,"Loudon County, TN",County or equivalent,48719,54910,6341,5341,6519,-1178,400,7084,7484,0.14540528335967487,0.008210349145097395
573,"Morgan County, TN",County or equivalent,22028,21431,-564,2040,2440,-400,11,-175,-164,-0.007944434356273834,0.0004993644452514982
574,"Roane County, TN",County or equivalent,54173,53841,-368,4849,7469,-2620,-59,2358,2299,0.043527218356007605,-0.0010891034279068908
575,"Union County, TN",County or equivalent,19118,20187,1079,2127,2224,-97,0,1181,1181,0.061774244167799974,0.0
576,"Howard County, IN",County or equivalent,82753,82732,-16,10165,10109,56,546,-560,-14,-0.0067671262673256564,0.006597948110642514
577,"Houston County, MN",County or equivalent,19027,18632,-388,1964,1777,187,78,-650,-572,-0.03416198034372208,0.00409943764124665
578,"La Crosse County, WI",County or equivalent,114879,118502,3862,12562,10274,2288,535,1081,1616,0.009409900852201012,0.004657073964780334
579,"Acadia Parish, LA",County or equivalent,61876,61918,130,8915,6752,2163,370,-2364,-1994,-0.038205443144353216,0.00597970133816019
580,"Iberia Parish, LA",County or equivalent,72882,68991,-3865,10511,7558,2953,740,-7552,-6812,-0.10361954940863312,0.010153398644384071
581,"Lafayette Parish, LA",County or equivalent,222513,246518,24548,33829,18199,15630,3240,5613,8853,0.025225492443138157,0.014560947000849391
582,"St. Martin Parish, LA",County or equivalent,52263,52954,794,7304,4985,2319,397,-1896,-1499,-0.03627805522071064,0.00759619616172053
583,"Vermilion Parish, LA",County or equivalent,58083,59378,1420,7992,5820,2172,267,-977,-710,-0.016820756503624124,0.004596869996384484
584,"Benton County, IN",County or equivalent,8863,8741,-95,1102,880,222,22,-343,-321,-0.03870021437436534,0.002482229493399526
585,"Carroll County, IN",County or equivalent,20200,20228,68,2179,1910,269,106,-306,-200,-0.015148514851485146,0.005247524752475248
586,"Tippecanoe County, IN",County or equivalent,173105,196115,23314,23037,12174,10863,16003,-3503,12500,-0.020236272782415292,0.0924467808555501
587,"Warren County, IN",County or equivalent,8521,8194,-317,878,810,68,23,-409,-386,-0.047999061143058325,0.002699213707311349
588,"Calcasieu Parish, LA",County or equivalent,193023,203310,10543,29234,20540,8694,1723,268,1991,0.0013884355750350993,0.00892639737233387
